genome_id,genome_id,genus,source,species,quality,completeness,contamination,N50,contigs,genome_len,gc
GCF_002154505.1,GCF_002154505.1,Streptomyces,NCBI,carpinensis,LQ,99.21,4.03,27358,824,10405645,0.7096076462960237
GCF_002154555.1,GCF_002154555.1,Streptomyces,NCBI,murinus,LQ,96.67,0.79,14213,1088,7954566,0.7172026927458819
GCF_002154575.1,GCF_002154575.1,Streptomyces,NCBI,bobili,LQ,97.74,0.64,17336,946,8062541,0.7125600867582061
GCF_002154605.1,GCF_002154605.1,Streptomyces,NCBI,milbemycinicus,LQ,98.11,3.02,17761,1328,11617640,0.7063214258521663
GCF_002154615.1,GCF_002154615.1,Streptomyces,NCBI,griseoluteus,LQ,95.82,1.93,12194,926,6184501,0.7159197089536101
GCF_002154675.1,GCF_002154675.1,Streptomyces,NCBI,turgidiscabies,LQ,98.07,0.64,22762,897,9962914,0.6999857609420834
GCF_002155725.1,GCF_002155725.1,Streptomyces,NCBI,caniscabiei,LQ,96.64,2.4,14164,1401,10299109,0.7101660157568712
GCF_002155735.1,GCF_002155735.1,Streptomyces,NCBI,europaeiscabiei,LQ,95.71,1.05,10223,1748,10073597,0.7033127689634598
GCF_002155765.1,GCF_002155765.1,Streptomyces,NCBI,caniscabiei,LQ,93.94,0.91,11589,1566,9879526,0.7112203052651854
GCF_002155885.1,GCF_002155885.1,Streptomyces,NCBI,asiaticus,LQ,98.03,3.95,17562,1370,11558421,0.7091830993522948
GCF_002155895.1,GCF_002155895.1,Streptomyces,NCBI,rochei,LQ,98.71244635193132,0.0158957240502304,20398,808,7682401,0.7248987240157301
GCF_002155905.1,GCF_002155905.1,Streptomyces,NCBI,tricolor,LQ,96.62,1.13,15457,1107,8832356,0.7247647570256796
GCF_002155915.1,GCF_002155915.1,Streptomyces,NCBI,thermovulgaris,LQ,98.0,0.71,21010,595,6021617,0.7171627182254129
GCF_002156055.1,GCF_002156055.1,Streptomyces,NCBI,sp001509795,LQ,96.28,0.36,18965,757,7333324,0.7211823510827592
GCF_002156075.1,GCF_002156075.1,Streptomyces,NCBI,brasiliscabiei,LQ,92.29,2.61,12428,1568,10317375,0.7121247706407784
GCF_002156095.1,GCF_002156095.1,Streptomyces,NCBI,sp001282115,LQ,99.57,0.79,27328,692,8830681,0.7126999390244524
GCF_002156145.1,GCF_002156145.1,Streptomyces,NCBI,vietnamensis,LQ,96.37,1.72,12317,1243,8377152,0.7195406804210783
GCF_002158965.1,GCF_002158965.1,Streptomyces,NCBI,cyaneofuscatus,LQ,98.68,1.11,22501,650,7846629,0.7148708073481368
GCF_002188335.1,GCF_002188335.1,Streptomyces,NCBI,coelicoflavus,MQ,100.0,0.0,8122180,6,8406443,0.7225586818758525
GCF_002188345.1,GCF_002188345.1,Streptomyces,NCBI,anulatus,MQ,99.84,0.0,8333859,2,8351125,0.7175013614393663
GCF_002188355.1,GCF_002188355.1,Streptomyces,NCBI,albidoflavus,MQ,99.68,0.0,6794013,5,7059316,0.7338332382427256
GCF_002188365.1,GCF_002188365.1,Streptomyces,NCBI,tendae,MQ,100.0,1.39,8695358,3,8728089,0.7228443047501504
GCF_002189675.2,GCF_002189675.2,Streptomyces,NCBI,alboflavus,HQ,98.82,0.29,9622415,3,9967549,0.7199596410311101
GCF_002192455.1,GCF_002192455.1,Streptomyces,NCBI,albireticuli_B,HQ,99.56,1.88,8144417,1,8144417,0.728229657199527
GCF_002214185.1,GCF_002214185.1,Streptomyces,NCBI,capitiformicae,HQ,99.89,0.64,10989391,1,10989391,0.7002521802678063
GCF_002217715.1,GCF_002217715.1,Streptomyces,NCBI,rubiginosohelvolus,MQ,99.84,0.0,7594170,3,7603850,0.7165521631175827
GCF_002217755.1,GCF_002217755.1,Streptomyces,NCBI,hyaluromycini,MQ,100.0,0.14,536976,52,11525033,0.7106817242469183
GCF_002224125.1,GCF_002224125.1,Streptomyces,NCBI,sp002224125,LQ,100.0,3.02,254229,127,12147237,0.7085039176908043
GCF_002237655.1,GCF_002237655.1,Streptomyces,NCBI,sp002237655,MQ,99.89,0.43,218181,74,8251847,0.7233463005312629
GCF_002242735.1,GCF_002242735.1,Streptomyces,NCBI,microflavus,LQ,99.84,0.23,78584,285,8486085,0.7131646844978391
GCF_002242805.1,GCF_002242805.1,Streptomyces,NCBI,diastatochromogenes,LQ,100.0,0.11,262623,242,10520052,0.710299762115891
GCF_002251155.1,GCF_002251155.1,Streptomyces,NCBI,tricolor,MQ,99.83,1.03,8910108,7,9441858,0.7271767908392607
GCF_002261115.1,GCF_002261115.1,Streptomyces,NCBI,celluloflavus,MQ,99.64,3.9,5071473,5,9262443,0.7140141267216273
GCF_002276245.1,GCF_002276245.1,Streptomyces,NCBI,mutabilis,LQ,97.17,0.0,26110,581,8390376,0.7188280954274278
GCF_002277855.1,GCF_002277855.1,Streptomyces,NCBI,mutabilis,LQ,98.5,1.86,34813,679,8083365,0.7193238212056489
GCF_002286695.1,GCF_002286695.1,Streptomyces,NCBI,albireticuli,LQ,99.56,1.7,21466,714,8454574,0.7242361353747687
GCF_002288075.1,GCF_002288075.1,Streptomyces,NCBI,sp000213055,HQ,99.46,0.0,7088673,2,7232701,0.732957715243586
GCF_002289305.1,GCF_002289305.1,Streptomyces,NCBI,albidoflavus,LQ,98.41,0.36,8176,1153,6523997,0.7297546159492503
GCF_002289335.1,GCF_002289335.1,Streptomyces,NCBI,albidoflavus,LQ,98.71,1.22,10498,1053,6797439,0.7301389538030426
GCF_002291145.1,GCF_002291145.1,Streptomyces,NCBI,sp002291145,LQ,100.0,1.29,103532,222,10356278,0.7026506201395143
GCF_002300165.1,GCF_002300165.1,Streptomyces,NCBI,sp002300165,MQ,100.0,0.93,266457,39,7957609,0.7164906261629631
GCF_002300315.1,GCF_002300315.1,Streptomyces,NCBI,sp900187385,MQ,99.96,0.93,8020161,3,8186214,0.7099201169185169
GCF_002300355.1,GCF_002300355.1,Kitasatospora,NCBI,sp002300355,MQ,99.82,2.11,5539073,12,9254774,0.7304552223533497
GCF_002300485.1,GCF_002300485.1,Streptomyces,NCBI,olivochromogenes,MQ,99.89,1.79,11703113,2,11733994,0.7013099716942074
GCF_002317005.1,GCF_002317005.1,Streptomyces,NCBI,albidoflavus,LQ,99.68,1.0,9968,1114,6985550,0.7298959995991726
GCF_002317025.1,GCF_002317025.1,Streptomyces,NCBI,albidoflavus,LQ,98.82,0.43,11431,1028,6978043,0.729991775631076
GCF_002317035.1,GCF_002317035.1,Streptomyces,NCBI,albidoflavus,LQ,99.25,0.2,12358,957,7029244,0.7302633113888207
GCF_002335465.1,GCF_002335465.1,Streptomyces,NCBI,olivochromogenes,LQ,100.0,1.72,304660,131,11639641,0.702223891613152
GCF_002382885.1,GCF_002382885.1,Streptomyces,NCBI,sp002382885,LQ,99.72,1.5,85451,189,8116078,0.7118790627689877
GCF_002551015.1,GCF_002551015.1,Streptomyces,NCBI,anulatus,LQ,99.84,1.14,11691,1400,8738241,0.7139113009128496
GCF_002551045.1,GCF_002551045.1,Streptomyces,NCBI,anulatus,LQ,99.49,1.03,15426,1178,8841778,0.7138730121532805
GCF_002551055.1,GCF_002551055.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.79,20004,892,8626931,0.7147501256535375
GCF_002551065.1,GCF_002551065.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.09,42533,337,7778589,0.7166737780879178
GCF_002551105.1,GCF_002551105.1,Streptomyces,NCBI,globisporus,LQ,99.84,0.35,29441,555,8080444,0.7142270361221114
GCF_002551135.1,GCF_002551135.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.18,31001,504,7964327,0.7150412296690891
GCF_002551145.1,GCF_002551145.1,Streptomyces,NCBI,fimicarius,LQ,99.84,0.12,29129,559,8345486,0.7175163583365717
GCF_002551175.1,GCF_002551175.1,Streptomyces,NCBI,parvus,LQ,99.84,0.0,95964,214,8145921,0.7154307593815543
GCF_002551185.1,GCF_002551185.1,Streptomyces,NCBI,californicus,LQ,99.93,0.72,32985,494,7964739,0.7250765847189145
GCF_002551215.1,GCF_002551215.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.42,21085,784,8624918,0.7148008346075522
GCF_002551225.1,GCF_002551225.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.07,24278,670,8623355,0.71483139432673
GCF_002551235.1,GCF_002551235.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.42,25776,619,8626399,0.7148950589147409
GCF_002551245.1,GCF_002551245.1,Streptomyces,NCBI,sp002551245,LQ,99.67,0.65,26146,629,8221365,0.7153543984698331
GCF_002551295.1,GCF_002551295.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.18,70290,228,8929626,0.7170078969951507
GCF_002551305.1,GCF_002551305.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.0,81082,245,9079700,0.7154263799055934
GCF_002551335.1,GCF_002551335.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.72,0.39,15476,918,7855502,0.7167987402408768
GCF_002551345.1,GCF_002551345.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.26,83606,164,7498588,0.7174044169666677
GCF_002551375.1,GCF_002551375.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.18,103747,164,7877341,0.7166827021399518
GCF_002551415.1,GCF_002551415.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.18,23604,619,7715130,0.7176871330248473
GCF_002551425.1,GCF_002551425.1,Streptomyces,NCBI,californicus,LQ,99.93,1.7,14459,1410,8028544,0.7255934825193395
GCF_002551435.1,GCF_002551435.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.37,109544,145,8056508,0.7160043825553247
GCF_002551465.1,GCF_002551465.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.53,80138,222,8714623,0.714900251050596
GCF_002551475.1,GCF_002551475.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.84,0.53,63977,222,7818569,0.7163470190215406
GCF_002556545.1,GCF_002556545.1,Streptomyces,NCBI,formicae_A,HQ,100.0,1.14,9611874,1,9611874,0.7138314547194439
GCF_002573955.1,GCF_002573955.1,Streptomyces,NCBI,lycii,LQ,100.0,0.79,20124,663,7675182,0.7311796645343394
GCF_002591335.1,GCF_002591335.1,Streptomyces,NCBI,samsunensis,HQ,100.0,3.16,10694678,2,10744231,0.7109311033986518
GCF_002633395.1,GCF_002633395.1,Streptomyces,NCBI,microflavus,MQ,99.79,0.58,458130,39,8325244,0.7130342365941467
GCF_002705665.1,GCF_002705665.1,Streptomyces,NCBI,libani,LQ,99.91,3.72,261762,106,9563454,0.7083138424952038
GCF_002705685.1,GCF_002705685.1,Streptomyces,NCBI,parvus,MQ,99.84,0.0,228883,64,8099030,0.7161708371761638
GCF_002705695.1,GCF_002705695.1,Streptomyces,NCBI,halstedii,MQ,99.84,0.7,285389,53,7407922,0.7207987676708252
GCF_002705725.1,GCF_002705725.1,Streptomyces,NCBI,bacillaris,MQ,99.79,0.75,178446,100,7969495,0.721275774997346
GCF_002705975.1,GCF_002705975.1,Streptomyces,NCBI,uncialis,MQ,99.89,1.06,260333,60,8386301,0.7220140830066906
GCF_002711365.1,GCF_002711365.1,Streptomyces,NCBI,silvae,MQ,99.93,0.35,677279,23,7866187,0.7156641456634273
GCF_002727115.1,GCF_002727115.1,Streptomyces,NCBI,cinnamoneus_A,LQ,99.64,7.93,339798,169,7548962,0.721950779458156
GCF_002742045.1,GCF_002742045.1,Streptomyces,NCBI,dengpaensis,MQ,100.0,2.0,216312,96,8624389,0.6997715423039625
GCF_002777535.1,GCF_002777535.1,Streptomyces,NCBI,xantholiticus,HQ,98.93,0.0,8023114,1,8023114,0.705939050110451
GCF_002794255.1,GCF_002794255.1,Streptomyces,NCBI,carminius,MQ,97.78,3.65,300464,71,7200897,0.7316326536281346
GCF_002797835.1,GCF_002797835.1,Streptomyces,NCBI,sioyaensis,MQ,99.91,0.99,8230569,1,8230569,0.7118724112512755
GCF_002802945.1,GCF_002802945.1,Streptomyces,NCBI,diastaticus,MQ,99.89,0.21,471950,41,6937431,0.7345118186597883
GCF_002803065.1,GCF_002803065.1,Streptomyces,NCBI,sp002803065,MQ,99.46,1.45,268770,61,10064235,0.7036045273992197
GCF_002803075.1,GCF_002803075.1,Streptomyces,NCBI,sp002803075,MQ,99.73,0.35,322131,37,7876032,0.7150986243710346
GCF_002803085.1,GCF_002803085.1,Streptomyces,NCBI,sp002803085,MQ,99.93,2.08,402109,42,8758226,0.7115875485128327
GCF_002803145.1,GCF_002803145.1,Kitasatospora,NCBI,griseola,MQ,99.47,1.75,379578,33,8076080,0.7305989941599661
GCF_002803155.1,GCF_002803155.1,Streptomyces,NCBI,sp002803155,MQ,99.91,3.88,249698,81,10358718,0.7183899900420235
GCF_002803175.1,GCF_002803175.1,Streptomyces,NCBI,parvus,MQ,99.44,0.0,510907,28,7380634,0.7166729478413154
GCF_002803195.1,GCF_002803195.1,Streptomyces,NCBI,goshikiensis,MQ,99.58,2.08,476343,34,8451160,0.7237220274684478
GCF_002803845.1,GCF_002803845.1,Streptomyces,NCBI,lavendulae_C,HQ,99.58,2.18,8691711,2,8932792,0.7261810193274398
GCF_002804165.1,GCF_002804165.1,Streptomyces,NCBI,bacillaris,HQ,99.84,0.98,7600475,1,7600475,0.7213092602764959
GCF_002811705.1,GCF_002811705.1,Streptomyces,NCBI,barkulensis,MQ,95.44,1.68,158509,100,6383258,0.7290519049747279
GCF_002812405.1,GCF_002812405.1,Streptomyces,NCBI,samsunensis,HQ,100.0,4.74,11742376,1,11742376,0.7098902300522484
GCF_002832675.1,GCF_002832675.1,Streptomyces,NCBI,sindenensis,HQ,99.03,0.0,7614683,1,7614683,0.7148518198328151
GCF_002843305.1,GCF_002843305.1,Streptomyces,NCBI,barkulensis,LQ,98.06,1.68,127012,119,6544873,0.7285498239904453
GCF_002844215.1,GCF_002844215.1,Streptomyces,NCBI,albidoflavus,LQ,99.89,0.14,84238,182,7174282,0.7322966823302192
GCF_002846415.1,GCF_002846415.1,Streptomyces,NCBI,melanogenes,MQ,99.84,2.4,8745248,2,8949889,0.7140193582289122
GCF_002846455.1,GCF_002846455.1,Streptomyces,NCBI,sp900105245,MQ,99.89,0.72,8658659,2,8852242,0.719244796967819
GCF_002847285.1,GCF_002847285.1,Streptomyces,NCBI,sp002847285,HQ,100.0,1.26,8029398,1,8029398,0.7314149827919851
GCF_002879675.3,GCF_002879675.3,Streptomyces,NCBI,griseoincarnatus,MQ,95.85,0.43,3835120,3,7306987,0.7240512402718111
GCF_002891295.1,GCF_002891295.1,Streptomyces,NCBI,eurocidicus,MQ,99.35,1.05,801731,18,7931574,0.726184235310671
GCF_002891315.1,GCF_002891315.1,Streptomyces,NCBI,yunnanensis,MQ,99.79,1.8,3830602,8,10123402,0.7126229599752091
GCF_002891435.1,GCF_002891435.1,Streptomyces,NCBI,cahuitamycinicus,LQ,99.25,1.39,17129,1024,9035421,0.708280079952011
GCF_002891865.1,GCF_002891865.1,Streptomyces,NCBI,samsunensis,LQ,100.0,5.26,6203920,6,11608319,0.7100307448012423
GCF_002899455.1,GCF_002899455.1,Streptomyces,NCBI,sp002899455,MQ,99.89,0.43,7418681,13,7604612,0.7279880945931232
GCF_002907485.1,GCF_002907485.1,Streptomyces,NCBI,bacillaris,LQ,99.84,1.05,148637,111,7817762,0.7203111085300807
GCF_002910725.2,GCF_002910725.2,Streptomyces,NCBI,albidoflavus,HQ,99.89,0.36,6975788,4,7179914,0.7335282846006234
GCF_002910755.1,GCF_002910755.1,Streptomyces,NCBI,otsuchiensis,LQ,94.75,1.12,18032,639,6344127,0.7247619366349375
GCF_002910775.2,GCF_002910775.2,Streptomyces,NCBI,halstedii,HQ,99.84,0.8,7703166,1,7703166,0.7183798194145109
GCF_002910795.1,GCF_002910795.1,Streptomyces,NCBI,albidoflavus,LQ,97.0,0.79,7255,1592,6450053,0.7273374374311422
GCF_002910815.1,GCF_002910815.1,Streptomyces,NCBI,albidoflavus,LQ,96.35,0.79,7818,1369,6479762,0.727698944208914
GCF_002910825.1,GCF_002910825.1,Streptomyces,NCBI,sp002910825,LQ,99.86,0.3,13915,1057,8059805,0.7110373902054489
GCF_002910855.1,GCF_002910855.1,Streptomyces,NCBI,otsuchiensis,LQ,94.32,0.55,12271,910,6475136,0.721828376461286
GCF_002910875.1,GCF_002910875.1,Streptomyces,NCBI,fimicarius,LQ,99.84,0.21,41121,388,8436826,0.7120604290627541
GCF_002910895.1,GCF_002910895.1,Streptomyces,NCBI,halstedii,LQ,99.84,0.8,30992,496,7608098,0.7171869753627383
GCF_002910905.1,GCF_002910905.1,Streptomyces,NCBI,sp002910905,LQ,99.31,1.06,45758,311,8000960,0.7113200473488056
GCF_002910915.1,GCF_002910915.1,Streptomyces,NCBI,sp002910915,LQ,99.49,0.35,76497,195,7466978,0.7080463604327385
GCF_002910935.1,GCF_002910935.1,Streptomyces,NCBI,fimicarius,LQ,99.84,0.18,26253,580,8273663,0.7163782533986167
GCF_002910985.1,GCF_002910985.1,Streptomyces,NCBI,fimicarius,LQ,99.49,0.18,24967,609,8223974,0.715792835492052
GCF_002911015.1,GCF_002911015.1,Streptomyces,NCBI,populi,LQ,99.57,1.23,75083,277,9587301,0.7166413501387933
GCF_002920535.1,GCF_002920535.1,Streptomyces,NCBI,sp002920535,LQ,99.89,0.79,85687,193,8229423,0.7209778862989544
GCF_002920575.1,GCF_002920575.1,Streptomyces,NCBI,sp002920575,LQ,99.57,3.36,65242,245,8211620,0.7251703074423804
GCF_002920615.1,GCF_002920615.1,Streptomyces,NCBI,sp002920615,LQ,99.89,1.18,235045,116,9536025,0.7197049084917457
GCF_002920635.1,GCF_002920635.1,Streptomyces,NCBI,sp002920635,LQ,100.0,1.14,60931,279,8512543,0.7086244380791967
GCF_002939385.1,GCF_002939385.1,Streptomyces,NCBI,sp002939385,LQ,100.0,0.0,81228,190,8138908,0.7210891249446783
GCF_002939475.1,GCF_002939475.1,Streptomyces,NCBI,cinnamoneus_A,MQ,99.64,0.48,6463510,2,6662690,0.7239930118315575
GCF_002940705.1,GCF_002940705.1,Streptomyces,NCBI,tibetensis,MQ,100.0,0.45,316999,79,8996216,0.7123378002811763
GCF_002941025.1,GCF_002941025.1,Streptomyces,NCBI,sp002941025,MQ,99.58,0.35,8772908,5,8783195,0.7088279787405805
GCF_002943525.1,GCF_002943525.1,Kitasatospora,NCBI,sp002943525,HQ,99.47,3.42,8963858,1,8963858,0.7273564574539222
GCF_002943895.1,GCF_002943895.1,Streptomyces,NCBI,bikiniensis,HQ,99.93,0.86,7467777,5,7852859,0.7273224949028119
GCF_002946835.1,GCF_002946835.1,Streptomyces,NCBI,dengpaensis,HQ,100.0,2.43,8541354,3,8710171,0.6991954578159257
GCF_002953255.1,GCF_002953255.1,Kitasatospora,NCBI,sp002953255,LQ,86.61,0.79,11344947,1,11344947,0.7314406935785724
GCF_002954775.1,GCF_002954775.1,Streptomyces,NCBI,geranii,LQ,88.84,0.79,175548,100,10196536,0.7050870220514969
GCF_002966105.1,GCF_002966105.1,Streptomyces,NCBI,xinghaiensis,LQ,100.0,1.75,424085,150,7731821,0.7275540910737587
GCF_002982015.1,GCF_002982015.1,Streptomyces,NCBI,sp002982015,LQ,97.25,0.35,13225,748,6414515,0.7366582052875461
GCF_003013745.1,GCF_003013745.1,Streptomyces,NCBI,anthocyanicus,LQ,100.0,0.0,70608,236,8593882,0.7216439623795764
GCF_003024195.1,GCF_003024195.1,Streptomyces,NCBI,dioscori,MQ,99.89,1.22,463380,44,10239468,0.7071068994415045
GCF_003024215.1,GCF_003024215.1,Streptomyces,NCBI,parvus,MQ,99.14,0.18,7754255,2,7775341,0.7160734057400054
GCF_003032475.1,GCF_003032475.1,Streptomyces,NCBI,sp003032475,HQ,100.0,0.39,9851971,1,9851971,0.7136580081285258
GCF_003041235.1,GCF_003041235.1,Streptomyces,NCBI,iakyrus,MQ,100.0,0.14,612411,44,8648123,0.7145260306774083
GCF_003046555.1,GCF_003046555.1,Streptomyces,NCBI,plumbidurans,MQ,100.0,1.0,496818,40,8558085,0.7074262128285916
GCF_003048205.2,GCF_003048205.2,Streptomyces,NCBI,chartreusis,MQ,97.95,1.56,1174289,22,10404130,0.7064003429407361
GCF_003054555.1,GCF_003054555.1,Streptomyces,NCBI,lunaelactis,HQ,99.4,2.32,8396100,3,8570191,0.6975426802039768
GCF_003073355.1,GCF_003073355.1,Streptomyces,NCBI,scopuliridis,LQ,99.75,0.47,38992,396,7939832,0.7044654093436737
GCF_003074055.1,GCF_003074055.1,Streptomyces,NCBI,nigra,HQ,99.71,0.21,7641029,1,7641029,0.7191230395801403
GCF_003097515.1,GCF_003097515.1,Streptomyces,NCBI,tirandamycinicus,HQ,99.49,0.35,7289495,1,7289495,0.7246359315700196
GCF_003112515.1,GCF_003112515.1,Streptomyces,NCBI,fragilis,MQ,99.57,0.14,607197,19,6847990,0.7319955198532708
GCF_003112535.1,GCF_003112535.1,Streptomyces,NCBI,rishiriensis,MQ,100.0,0.79,343791,76,9179716,0.7175759853585202
GCF_003112555.1,GCF_003112555.1,Streptomyces,NCBI,coelicoflavus,MQ,100.0,0.57,527470,42,8727276,0.721705489777108
GCF_003112575.1,GCF_003112575.1,Streptomyces,NCBI,ardesiacus,MQ,100.0,0.57,752736,32,7851547,0.7265454820559566
GCF_003112595.1,GCF_003112595.1,Streptomyces,NCBI,rubrogriseus,MQ,100.0,0.28,684865,21,8454377,0.7222885065700754
GCF_003116675.1,GCF_003116675.1,Streptomyces,NCBI,cyaneofuscatus,MQ,99.84,1.07,7527415,8,8298873,0.7154572928295377
GCF_003116685.1,GCF_003116685.1,Streptomyces,NCBI,parvus,MQ,99.84,0.18,7805634,5,8460409,0.7156363292467309
GCF_003116715.1,GCF_003116715.1,Streptomyces,NCBI,bikiniensis,MQ,99.93,0.86,1199078,9,7213245,0.7312821642417621
GCF_003116725.1,GCF_003116725.1,Streptomyces,NCBI,sp003116725,MQ,99.84,0.35,6921137,2,7190709,0.7173651243519528
GCF_003116755.1,GCF_003116755.1,Streptomyces,NCBI,parvus,MQ,99.84,0.53,7968990,4,8010476,0.7163725791331053
GCF_003116775.1,GCF_003116775.1,Streptomyces,NCBI,parvus,MQ,99.67,0.0,7866616,2,7877244,0.7163509575512641
GCF_003116795.1,GCF_003116795.1,Streptomyces,NCBI,rochei,MQ,100.0,0.0,4214913,4,6664327,0.7261711302363195
GCF_003121295.1,GCF_003121295.1,Streptomyces,NCBI,orinoci,MQ,98.84,3.11,434919,44,7502208,0.7078765946890774
GCF_003122345.2,GCF_003122345.2,Streptomyces,NCBI,xinghaiensis,LQ,100.0,1.84,459751,150,7734742,0.7275313126152106
GCF_003122365.1,GCF_003122365.1,Streptomyces,NCBI,spongiicola,HQ,99.4,0.23,7180417,1,7180417,0.7244913491793026
GCF_003129505.1,GCF_003129505.1,Streptomyces,NCBI,niveiscabiei,LQ,100.0,0.57,83624,281,10249899,0.7135461529913611
GCF_003143855.1,GCF_003143855.1,Streptomyces,NCBI,sp003143855,LQ,99.86,1.11,160697,169,9425309,0.7083306717892812
GCF_003143935.1,GCF_003143935.1,Streptomyces,NCBI,sp003143935,MQ,100.0,0.3,9448029,24,9621493,0.712997962468406
GCF_003144095.1,GCF_003144095.1,Streptomyces,NCBI,sp003144095,MQ,100.0,0.79,1324937,27,6326228,0.7267254504163704
GCF_003146615.1,GCF_003146615.1,Streptomyces,NCBI,viridosporus,MQ,99.89,0.71,282532,97,8905076,0.7228032199345196
GCF_003147545.1,GCF_003147545.1,Streptomyces,NCBI,globisporus,HQ,98.41,0.35,7488586,3,7666521,0.715399853466781
GCF_003148825.1,GCF_003148825.1,Streptomyces,NCBI,sp003148825,MQ,99.58,1.18,470107,46,8513506,0.7183020720253207
GCF_003173275.1,GCF_003173275.1,Streptomyces,NCBI,libani,HQ,99.91,1.88,9641634,2,9687439,0.7078301086592649
GCF_003173635.1,GCF_003173635.1,Streptomyces,NCBI,bacillaris,LQ,98.31,1.83,6332,1956,7515197,0.720127496325113
GCF_003173645.1,GCF_003173645.1,Streptomyces,NCBI,papulosus,LQ,96.09,1.62,7225,1836,7692712,0.7073341625164181
GCF_003205575.1,GCF_003205575.1,Kitasatospora,NCBI,tateyamensis,LQ,99.47,2.37,76804,439,7455770,0.7269848756478416
GCF_003208035.1,GCF_003208035.1,Streptomyces,NCBI,griseosporeus,HQ,100.0,0.0,8145579,1,8145579,0.7253268306648306
GCF_003236365.1,GCF_003236365.1,Streptomyces,NCBI,sp003236365,LQ,98.22,2.08,12812,1200,7858487,0.7143788619870466
GCF_003248335.1,GCF_003248335.1,Streptomyces,NCBI,sp003248355,MQ,93.74,0.62,2461044,5,7273138,0.7151578864583623
GCF_003248355.1,GCF_003248355.1,Streptomyces,NCBI,sp003248355,MQ,99.84,1.32,3945785,4,7648131,0.7155523355967621
GCF_003254205.1,GCF_003254205.1,Streptomyces,NCBI,sp000177195,MQ,99.93,0.0,562919,33,7426643,0.7179207348461478
GCF_003258295.1,GCF_003258295.1,Streptacidiphilus,NCBI,pinicola,LQ,97.42,1.84,56286,281,8432874,0.7181778760508334
GCF_003258605.2,GCF_003258605.2,Streptomyces_D,NCBI,bronchialis,HQ,100.0,2.37,7090212,1,7090212,0.7269579527382256
GCF_003259275.1,GCF_003259275.1,Streptomyces,NCBI,sp000177195,MQ,99.93,0.0,562948,37,7393976,0.7180039822105746
GCF_003259315.1,GCF_003259315.1,Kitasatospora,NCBI,sp003259315,MQ,99.47,1.75,236678,71,7576202,0.7445575686010668
GCF_003259355.1,GCF_003259355.1,Streptomyces,NCBI,nanshensis_A,MQ,99.91,0.53,420500,45,7011625,0.7189734462031928
GCF_003259365.1,GCF_003259365.1,Streptomyces,NCBI,sp003259365,LQ,99.89,0.0,362350,111,8956806,0.7134222741925417
GCF_003259575.1,GCF_003259575.1,Streptomyces,NCBI,sp000177195,MQ,99.93,0.0,541506,34,7380346,0.7180950478334729
GCF_003259585.1,GCF_003259585.1,Streptomyces,NCBI,sp003259585,MQ,100.0,0.11,346571,50,8026993,0.7244295173083615
GCF_003259625.1,GCF_003259625.1,Streptomyces,NCBI,sp900105515,MQ,99.93,0.91,465208,97,8204965,0.7183481273926339
GCF_003261055.1,GCF_003261055.1,Streptomyces,NCBI,cadmiisoli,HQ,100.0,0.93,9269371,2,10239272,0.7075966924211018
GCF_003263885.1,GCF_003263885.1,Streptomyces,NCBI,globisporus,MQ,97.8,0.35,7496621,3,7682334,0.7153573380173265
GCF_003263925.1,GCF_003263925.1,Streptomyces,NCBI,globisporus,MQ,99.45,0.35,7484335,2,7624848,0.7155761006645641
GCF_003265665.1,GCF_003265665.1,Streptomyces,NCBI,qinglanensis,MQ,98.93,1.01,490407,38,7185643,0.7268581499899583
GCF_003268535.2,GCF_003268535.2,Streptomyces,NCBI,niveiscabiei,HQ,99.64,0.79,10171198,1,10171198,0.7143213611611926
GCF_003268555.1,GCF_003268555.1,Streptomyces,NCBI,niveiscabiei,LQ,98.79,1.65,17536,1013,9893137,0.7132250367097919
GCF_003268965.1,GCF_003268965.1,Streptomyces,NCBI,papulosus,MQ,99.84,0.26,630656,44,7653760,0.710896458005991
GCF_003270085.1,GCF_003270085.1,Streptomyces,NCBI,triticisoli,LQ,99.39,0.69,33934,298,6844226,0.7139466171923604
GCF_003287915.1,GCF_003287915.1,Streptomyces,NCBI,sp003287935,HQ,99.58,2.19,9010404,1,9010404,0.7203193508917425
GCF_003287935.1,GCF_003287935.1,Streptomyces,NCBI,sp003287935,HQ,99.58,2.02,9034319,1,9034319,0.7201614570856604
